CustomerID,Customer_Lifetime_Value,Coverage,Education,EmploymentStatus,Gender,Income,Location_Geo,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
8252,3742.579083,Basic,High School or Below,Unemployed,M,0,193718,Suburban,Single,110,35,78,1,1,Personal Auto,Personal L2,Offer1,Agent,1272.546918,Sports Car,2
26,5469.542959,Basic,Bachelor,Employed,F,59311,2288,Suburban,Married,69,33,40,4,6,Personal Auto,Personal L2,Offer3,Web,326.4,Four-Door Car,2
10601,5886.221122,Basic,College,Unemployed,M,0,175787,Suburban,Single,180,21,68,0,1,Corporate Auto,Corporate L3,Offer2,Agent,1777.471271,Luxury Car,3
6070,2859.52893,Basic,Bachelor,Employed,M,99981,183732,Urban,Married,71,2,22,0,1,Special Auto,Special L2,Offer2,Web,204.872273,Four-Door Car,3
2471,8689.822524,Extended,Master,Unemployed,M,0,177764,Suburban,Divorced,99,25,57,5,2,Personal Auto,Personal L2,Offer1,Agent,475.2,Four-Door Car,2
9265,10179.71704,Premium,Bachelor,Retired,F,14290,191714,Suburban,Married,271,20,40,0,1,Personal Auto,Personal L1,Offer1,Agent,1300.8,Luxury SUV,2
6864,2744.172816,Basic,Doctor,Medical Leave,M,16686,288781,Rural,Married,71,9,32,0,1,Personal Auto,Personal L2,Offer1,Agent,125.510669,Four-Door Car,2
10840,10083.48688,Extended,High School or Below,Retired,F,10475,175785,Suburban,Married,125,12,54,0,2,Personal Auto,Personal L2,Offer1,Agent,892.8,SUV,2
63,2843.557702,Basic,College,Employed,M,67952,297766,Rural,Married,71,16,0,0,1,Personal Auto,Personal L3,Offer4,Branch,167.405624,Two-Door Car,2
7244,2452.059049,Basic,College,Employed,F,30216,173775,Suburban,Divorced,63,18,74,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,302.4,Four-Door Car,2
4660,3515.456573,Basic,College,Unemployed,M,0,19735,Suburban,Single,65,30,13,2,1,Personal Auto,Personal L3,Offer3,Web,741.6,Sports Car,3
7571,17776.82267,Extended,High School or Below,Employed,F,31737,19721,Suburban,Divorced,228,23,69,0,6,Personal Auto,Personal L2,Offer2,Call Center,1550.375183,Luxury Car,1
9966,8130.651447,Basic,College,Employed,M,61036,193732,Suburban,Married,68,2,75,0,2,Corporate Auto,Corporate L3,Offer3,Web,413.25233,Two-Door Car,2
417,5605.380417,Basic,High School or Below,Employed,F,21142,183722,Suburban,Divorced,65,2,12,0,4,Special Auto,Special L3,Offer1,Agent,384.811147,Four-Door Car,2
443,9048.983447,Basic,High School or Below,Employed,M,76514,138796,Urban,Married,112,25,17,0,3,Corporate Auto,Corporate L1,Offer1,Agent,334.133949,Sports Car,2
398,14635.45158,Basic,Bachelor,Unemployed,F,0,195735,Suburban,Divorced,139,5,56,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,667.2,SUV,2
9466,2570.162134,Basic,College,Employed,F,69230,175772,Suburban,Married,65,33,15,0,1,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,2
3335,8663.550386,Basic,Bachelor,Employed,M,93485,13802,Rural,Married,72,31,40,0,2,Personal Auto,Personal L2,Offer4,Agent,127.104785,Four-Door Car,2
6643,10145.44091,Extended,High School or Below,Employed,M,44577,16978,Suburban,Single,131,27,7,0,9,Personal Auto,Personal L1,Offer2,Branch,640.491537,SUV,2
5487,2404.917967,Basic,Bachelor,Employed,M,63455,169794,Urban,Divorced,61,26,71,0,1,Personal Auto,Personal L3,Offer1,Branch,287.654819,Two-Door Car,2
9114,7981.444703,Basic,High School or Below,Employed,F,99069,17578,Suburban,Single,66,5,51,0,2,Personal Auto,Personal L1,Offer4,Agent,336,Four-Door Car,3
4068,3359.290918,Extended,Master,Medical Leave,F,16891,175795,Suburban,Single,88,15,54,0,1,Personal Auto,Personal L3,Offer4,Call Center,633.6,Four-Door Car,2
5533,8804.584902,Basic,Bachelor,Employed,M,38638,169785,Suburban,Married,74,5,84,0,2,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,2
7874,5214.971007,Basic,High School or Below,Employed,M,65375,167787,Rural,Married,65,9,84,0,3,Personal Auto,Personal L3,Offer4,Branch,6.07744,Four-Door Car,2
2818,4904.894731,Extended,College,Retired,F,12902,191708,Suburban,Divorced,139,3,51,0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,2
8057,4475.424592,Basic,Bachelor,Unemployed,M,0,29782,Suburban,Single,70,22,39,0,3,Personal Auto,Personal L2,Offer3,Call Center,496.8,Two-Door Car,2
1402,83325.38119,Extended,High School or Below,Employed,M,58958,175784,Suburban,Married,231,31,74,0,2,Personal Auto,Personal L3,Offer1,Call Center,1108.8,Luxury Car,3
9730,9217.978125,Basic,Bachelor,Employed,F,26351,169801,Suburban,Divorced,119,14,87,0,7,Personal Auto,Personal L2,Offer3,Branch,571.2,SUV,2
1951,13466.92071,Basic,High School or Below,Disabled,F,11432,173783,Suburban,Married,119,11,9,0,2,Personal Auto,Personal L2,Offer2,Agent,571.2,SUV,3
5146,2798.834343,Basic,College,Employed,M,63223,182729,Urban,Married,70,12,14,0,1,Personal Auto,Personal L3,Offer2,Agent,229.686659,Four-Door Car,2
8258,12913.49818,Basic,Master,Employed,M,62448,284768,Suburban,Married,107,0,11,0,2,Personal Auto,Personal L3,Offer1,Branch,513.6,SUV,2
6309,6140.242989,Extended,Doctor,Employed,F,57709,194724,Rural,Married,78,20,59,0,3,Personal Auto,Corporate L1,Offer4,Branch,167.39959,Two-Door Car,2
1300,3683.099864,Basic,College,Unemployed,F,0,185728,Suburban,Married,101,19,16,0,1,Corporate Auto,Corporate L2,Offer4,Call Center,564.466556,Sports Car,2
9530,11830.95192,Premium,College,Employed,F,92931,189744,Urban,Married,146,6,38,0,7,Personal Auto,Personal L3,Offer1,Branch,503.144025,SUV,3
3783,9238.305998,Extended,High School or Below,Unemployed,F,0,169782,Suburban,Single,128,30,26,0,5,Personal Auto,Personal L3,Offer1,Agent,921.6,SUV,2
604,3226.790317,Extended,Bachelor,Employed,F,68103,135792,Urban,Married,80,35,9,0,1,Personal Auto,Personal L3,Offer3,Call Center,289.386343,Two-Door Car,1
3738,3044.003202,Extended,High School or Below,Employed,M,24475,178802,Suburban,Single,84,11,55,3,1,Personal Auto,Personal L3,Offer2,Call Center,604.8,Four-Door Car,2
7708,8662.048958,Basic,College,Employed,M,69704,187733,Suburban,Married,72,34,40,0,2,Corporate Auto,Corporate L2,Offer4,Branch,463.158502,Two-Door Car,2
9615,6819.23119,Basic,High School or Below,Unemployed,F,0,192722,Suburban,Single,65,22,5,0,2,Personal Auto,Personal L3,Offer1,Agent,375.204446,Four-Door Car,2
1709,8002.308333,Basic,College,Unemployed,F,0,188719,Suburban,Married,107,3,65,0,3,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,2
8287,2796.870102,Basic,Bachelor,Employed,F,54655,226887,Urban,Married,70,34,9,1,1,Corporate Auto,Corporate L3,Offer1,Agent,186.608147,Four-Door Car,3
5471,10208.92761,Extended,College,Employed,F,35482,288781,Suburban,Married,116,28,23,0,2,Personal Auto,Personal L3,Offer1,Call Center,566.4,Sports Car,3
6476,12741.84754,Basic,Bachelor,Employed,F,73054,134809,Urban,Married,106,34,36,1,2,Corporate Auto,Corporate L2,Offer1,Branch,419.365958,SUV,2
4858,15978.91049,Extended,Bachelor,Employed,F,26030,193722,Urban,Married,136,3,12,0,1,Personal Auto,Personal L3,Offer1,Agent,545.291103,SUV,3
6338,22103.5072,Basic,College,Unemployed,M,0,29774,Suburban,Married,102,35,48,0,2,Personal Auto,Personal L2,Offer1,Branch,489.6,SUV,2
5777,7482.851041,Basic,Bachelor,Unemployed,F,0,188745,Suburban,Married,65,17,20,0,3,Corporate Auto,Corporate L2,Offer1,Agent,978.257137,SUV,2
7742,11658.59927,Basic,College,Disabled,M,19851,226888,Rural,Married,102,33,51,0,2,Personal Auto,Personal L3,Offer1,Branch,220.038588,Sports Car,3
10658,12520.97907,Extended,College,Unemployed,M,0,224871,Suburban,Single,65,4,59,0,2,Personal Auto,Personal L3,Offer3,Branch,907.2,SUV,2
5560,3218.608644,Extended,High School or Below,Employed,F,68776,23877,Rural,Married,80,28,78,0,1,Personal Auto,Personal L3,Offer3,Call Center,87.861666,Four-Door Car,2
9400,5623.611187,Basic,College,Employed,F,31504,186732,Suburban,Married,71,8,27,0,3,Special Auto,Special L1,Offer4,Branch,340.8,Four-Door Car,3
5103,2899.317224,Basic,High School or Below,Employed,F,33738,171778,Urban,Divorced,74,6,50,1,1,Corporate Auto,Corporate L1,Offer2,Agent,304.390472,Four-Door Car,2
2075,8090.884414,Basic,High School or Below,Employed,M,86180,219896,Rural,Divorced,69,11,43,4,2,Personal Auto,Personal L1,Offer4,Branch,48.051339,Four-Door Car,1
11534,6236.018595,Extended,Bachelor,Unemployed,F,0,179774,Suburban,Single,91,19,25,2,7,Personal Auto,Special L3,Offer2,Web,648,Two-Door Car,3
5782,8217.427595,Basic,College,Employed,F,84815,16979,Urban,Married,68,9,37,0,2,Personal Auto,Personal L1,Offer1,Agent,279.996658,Four-Door Car,2
7581,2382.706153,Basic,Doctor,Unemployed,M,0,13811,Suburban,Married,65,8,50,0,1,Personal Auto,Corporate L2,Offer3,Web,312,Four-Door Car,2
6975,3314.55133,Extended,High School or Below,Employed,F,63583,225881,Rural,Married,83,15,8,0,1,Special Auto,Special L1,Offer4,Agent,167.39959,Four-Door Car,2
11459,7243.865476,Extended,High School or Below,Employed,M,41951,291782,Rural,Married,91,30,56,0,7,Personal Auto,Personal L1,Offer1,Branch,40.536151,Four-Door Car,2
10071,4013.849907,Basic,High School or Below,Disabled,F,15413,229889,Suburban,Married,106,4,67,0,1,Personal Auto,Personal L1,Offer2,Branch,508.8,SUV,1
9476,2665.737082,Basic,Bachelor,Employed,F,81538,18792,Urban,Divorced,66,3,46,0,1,Personal Auto,Personal L1,Offer4,Call Center,272.844816,Four-Door Car,3
10534,12244.9049,Premium,High School or Below,Employed,F,46396,198721,Urban,Married,103,11,79,1,2,Corporate Auto,Corporate L2,Offer1,Agent,384.01403,Four-Door Car,2
10668,29091.23936,Premium,College,Unemployed,F,0,192729,Suburban,Single,161,15,20,0,2,Personal Auto,Personal L3,Offer1,Agent,1137.6,SUV,2
8974,7915.980712,Basic,Bachelor,Unemployed,M,0,195738,Suburban,Single,109,3,46,0,7,Corporate Auto,Corporate L2,Offer1,Branch,666.042098,SUV,2
749,28421.57022,Extended,Bachelor,Employed,M,42803,293774,Urban,Divorced,245,21,56,0,2,Personal Auto,Personal L2,Offer1,Call Center,889.288242,Luxury Car,3
7632,18690.34066,Basic,College,Unemployed,M,0,289785,Suburban,Single,68,6,94,0,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,3
2628,5140.391812,Extended,College,Retired,M,26952,16877,Suburban,Divorced,76,1,0,1,8,Corporate Auto,Corporate L1,Offer1,Branch,364.8,Four-Door Car,2
2454,5583.575264,Extended,College,Employed,M,76927,186737,Rural,Married,138,2,46,0,1,Personal Auto,Personal L3,Offer4,Branch,114.743547,SUV,2
11298,8996.774075,Basic,High School or Below,Employed,M,49706,191735,Suburban,Married,113,13,95,0,3,Personal Auto,Personal L3,Offer2,Call Center,617.515196,SUV,2
2692,7341.794924,Basic,Bachelor,Employed,F,64371,127803,Urban,Married,61,32,34,0,1,Personal Auto,Personal L3,Offer1,Agent,211.515893,Two-Door Car,2
4357,9780.852337,Extended,High School or Below,Unemployed,F,0,193727,Suburban,Single,65,13,47,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,950.4,SUV,2
6488,7215.821106,Premium,High School or Below,Unemployed,M,0,191743,Suburban,Single,103,25,80,0,9,Personal Auto,Personal L2,Offer1,Agent,741.6,Four-Door Car,3
9947,9657.579498,Extended,High School or Below,Unemployed,M,0,191731,Suburban,Married,65,34,61,0,9,Personal Auto,Personal L2,Offer1,Agent,628.8,SUV,2
6568,7627.026893,Basic,Bachelor,Unemployed,F,0,17776,Suburban,Single,74,1,52,1,2,Corporate Auto,Corporate L2,Offer1,Agent,807.279979,Four-Door Car,2
841,6500.409697,Basic,Bachelor,Unemployed,F,0,173797,Suburban,Single,61,13,37,0,2,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,2
8903,7870.360084,Basic,College,Employed,F,62291,172787,Urban,Married,65,13,43,0,4,Personal Auto,Personal L3,Offer2,Web,290.580543,Sports Car,3
2306,2759.978287,Basic,College,Employed,M,65794,285753,Urban,Married,65,0,78,0,1,Personal Auto,Personal L3,Offer2,Agent,333.7925,Two-Door Car,2
10528,12280.76661,Premium,College,Employed,M,90016,198721,Rural,Married,102,28,36,0,2,Personal Auto,Corporate L1,Offer2,Branch,162.662641,Two-Door Car,2
5072,2498.35063,Basic,Bachelor,Employed,F,31357,28676,Rural,Married,63,2,88,0,1,Personal Auto,Personal L3,Offer2,Branch,2.016239,Four-Door Car,2
881,6611.118163,Extended,College,Unemployed,F,0,288752,Suburban,Single,95,15,37,0,3,Personal Auto,Personal L3,Offer1,Branch,564.302867,Four-Door Car,2
1648,5107.163002,Basic,Bachelor,Employed,F,35625,194726,Urban,Married,65,10,56,1,3,Personal Auto,Personal L2,Offer2,Agent,288.572108,Four-Door Car,2
5515,5595.389905,Basic,Bachelor,Employed,F,57883,19173,Rural,Married,69,4,36,0,6,Personal Auto,Personal L3,Offer1,Branch,18.965718,Four-Door Car,2
8459,3939.00637,Basic,Bachelor,Employed,F,60021,127813,Suburban,Married,99,12,28,0,1,Corporate Auto,Corporate L2,Offer2,Agent,882.871945,Four-Door Car,3
6941,5838.89915,Basic,Bachelor,Employed,F,55419,193725,Urban,Married,73,31,39,0,3,Corporate Auto,Corporate L2,Offer2,Branch,182.815897,Two-Door Car,2
10139,24543.19862,Extended,High School or Below,Employed,F,68297,223869,Suburban,Single,212,6,42,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,1272.487601,Luxury Car,2
3319,12941.73353,Basic,High School or Below,Employed,M,77060,175794,Urban,Married,106,23,90,0,2,Personal Auto,Personal L2,Offer1,Branch,468.566133,SUV,2
511,3964.151263,Basic,High School or Below,Disabled,F,24732,174775,Suburban,Married,100,24,32,0,1,Personal Auto,Personal L3,Offer1,Agent,513.6,SUV,2
8210,9150.137599,Basic,College,Employed,F,96331,173796,Suburban,Married,65,6,2,0,3,Personal Auto,Personal L2,Offer3,Branch,605.137484,SUV,2
2528,2776.748342,Basic,Doctor,Employed,F,30893,192727,Rural,Divorced,70,25,13,0,1,Corporate Auto,Corporate L2,Offer3,Branch,85.416096,Four-Door Car,2
7405,4242.69282,Basic,High School or Below,Unemployed,M,0,288783,Suburban,Single,61,5,51,0,7,Personal Auto,Personal L2,Offer3,Call Center,439.2,Four-Door Car,2
5968,2845.520933,Basic,Bachelor,Employed,M,86631,193747,Suburban,Divorced,73,7,44,1,1,Personal Auto,Personal L2,Offer3,Agent,400.832857,Four-Door Car,3
8855,2453.570794,Basic,Bachelor,Medical Leave,M,29735,188726,Suburban,Single,69,3,92,0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,2
2817,4853.534204,Basic,Bachelor,Unemployed,F,0,289762,Suburban,Single,65,24,53,0,3,Personal Auto,Personal L3,Offer1,Web,468,Four-Door Car,2
5098,5715.312991,Basic,Bachelor,Employed,M,84183,23863,Urban,Single,72,29,86,0,4,Personal Auto,Personal L1,Offer1,Agent,255.565349,Four-Door Car,3
21,5969.55297,Extended,College,Employed,M,98917,225883,Rural,Married,79,10,99,0,6,Personal Auto,Personal L3,Offer2,Agent,41.182611,Four-Door Car,2
7152,5389.499465,Extended,College,Employed,M,66429,194718,Rural,Married,136,35,93,0,1,Personal Auto,Personal L2,Offer2,Agent,57.712985,Sports Car,2
5458,5354.612433,Basic,College,Employed,F,81064,28774,Urban,Married,68,3,55,0,3,Personal Auto,Personal L3,Offer2,Web,334.13351,Four-Door Car,1
9684,20708.25881,Basic,High School or Below,Employed,M,92079,13793,Rural,Married,65,12,68,1,2,Corporate Auto,Corporate L3,Offer4,Agent,114.798771,Four-Door Car,2
10882,3087.249746,Extended,Doctor,Employed,M,41273,184731,Urban,Married,77,16,19,0,1,Personal Auto,Personal L3,Offer2,Call Center,221.226696,Four-Door Car,2
159,22855.61209,Basic,Master,Medical Leave,F,20832,227874,Rural,Married,65,8,32,0,2,Personal Auto,Personal L3,Offer1,Call Center,56.371967,Two-Door Car,2
1898,16236.47626,Basic,College,Unemployed,F,0,223874,Suburban,Single,74,24,54,2,2,Personal Auto,Personal L2,Offer2,Branch,680.753091,Four-Door Car,2
7668,8714.922135,Basic,College,Employed,M,83846,16878,Suburban,Married,73,22,61,3,2,Personal Auto,Personal L3,Offer2,Call Center,481.113765,Four-Door Car,2
9096,5846.520588,Basic,High School or Below,Employed,F,50320,28776,Urban,Married,73,24,6,0,5,Personal Auto,Personal L2,Offer4,Call Center,297.738909,Four-Door Car,2
11007,4379.92784,Basic,Doctor,Employed,F,40896,167789,Urban,Married,109,3,61,0,1,Personal Auto,Personal L3,Offer1,Branch,319.294289,Sports Car,2
4708,8535.108918,Basic,College,Unemployed,F,0,169793,Urban,Married,115,1,65,2,5,Personal Auto,Personal L1,Offer2,Web,509.513764,Sports Car,2
7713,5073.282126,Extended,Doctor,Employed,M,57709,176786,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L2,Offer2,Branch,600,SUV,2
9320,2487.358049,Basic,College,Employed,M,22331,192727,Rural,Divorced,64,11,12,0,1,Corporate Auto,Corporate L3,Offer2,Web,61.20919,Four-Door Car,2
5544,4130.382954,Basic,College,Unemployed,F,0,18772,Suburban,Single,65,30,29,2,3,Corporate Auto,Corporate L3,Offer1,Agent,523.030597,Four-Door Car,3
10352,2617.182661,Basic,High School or Below,Employed,F,98338,193725,Rural,Single,65,13,33,0,1,Personal Auto,Personal L1,Offer3,Web,35.597288,Four-Door Car,2
8352,13092.58578,Basic,College,Unemployed,F,0,286772,Suburban,Single,188,35,82,0,7,Special Auto,Special L2,Offer1,Call Center,1353.6,Luxury Car,2
4692,3362.551989,Extended,Bachelor,Employed,F,74918,291766,Urban,Married,83,9,63,0,1,Personal Auto,Personal L2,Offer3,Branch,366.381387,Four-Door Car,1
9702,9234.277026,Extended,High School or Below,Unemployed,F,0,188731,Suburban,Single,128,35,61,0,6,Corporate Auto,Corporate L1,Offer1,Agent,950.4,SUV,2
1868,2345.129694,Basic,Bachelor,Medical Leave,F,26304,177788,Suburban,Single,63,22,93,0,1,Personal Auto,Personal L3,Offer1,Call Center,302.4,Four-Door Car,2
10401,10745.97948,Extended,Bachelor,Employed,M,44695,193745,Urban,Married,134,8,50,0,3,Personal Auto,Personal L3,Offer1,Branch,472.850932,Sports Car,3
7262,13379.81103,Basic,Bachelor,Unemployed,F,0,172788,Suburban,Single,194,13,83,0,3,Personal Auto,Personal L1,Offer3,Web,1396.8,Luxury SUV,3
10112,5519.078475,Basic,High School or Below,Employed,M,50406,165789,Rural,Divorced,70,20,23,0,9,Corporate Auto,Corporate L3,Offer1,Call Center,132.208612,Four-Door Car,2
7640,8838.085637,Basic,Bachelor,Employed,M,82664,17878,Rural,Married,114,24,10,3,9,Corporate Auto,Corporate L3,Offer2,Agent,133.425609,SUV,2
1146,6677.418103,Extended,College,Unemployed,M,0,176791,Urban,Married,97,10,77,1,9,Personal Auto,Personal L3,Offer3,Call Center,251.63901,Two-Door Car,2
10030,7477.176362,Extended,High School or Below,Employed,F,48552,296779,Urban,Married,94,5,54,0,9,Corporate Auto,Corporate L3,Offer4,Call Center,262.746281,Four-Door Car,2
8395,5989.773931,Premium,College,Employed,M,66839,228884,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L2,Offer2,Branch,739.2,Sports Car,2
46,8383.677045,Basic,Master,Employed,M,68717,18672,Suburban,Divorced,70,4,33,0,2,Personal Auto,Personal L3,Offer4,Branch,810.907059,Four-Door Car,3
3956,6775.924167,Extended,Doctor,Employed,M,27354,127806,Suburban,Married,86,2,13,1,7,Personal Auto,Personal L3,Offer4,Branch,412.8,Two-Door Car,2
6451,6981.081694,Extended,College,Employed,M,34835,189732,Urban,Married,89,1,45,2,9,Personal Auto,Personal L3,Offer1,Agent,294.691896,Two-Door Car,2
8540,5639.941974,Basic,High School or Below,Employed,M,73168,292774,Suburban,Married,70,21,50,0,3,Corporate Auto,Corporate L3,Offer2,Agent,425.800112,Four-Door Car,2
5609,39033.08248,Basic,Bachelor,Unemployed,F,0,187721,Suburban,Married,180,11,65,0,2,Personal Auto,Personal L2,Offer2,Call Center,864,Luxury SUV,2
10946,5176.730072,Basic,Bachelor,Employed,F,35143,195734,Suburban,Married,65,9,81,0,5,Personal Auto,Personal L3,Offer1,Agent,312,Four-Door Car,2
11125,15558.44195,Basic,Bachelor,Employed,F,62922,19374,Suburban,Married,194,26,80,0,7,Corporate Auto,Corporate L3,Offer1,Agent,1121.633645,Luxury Car,2
681,6395.351807,Extended,Bachelor,Employed,F,72667,172791,Urban,Married,80,2,58,0,9,Personal Auto,Personal L1,Offer1,Agent,383.228397,Four-Door Car,1
2333,6105.801637,Extended,Bachelor,Unemployed,M,0,192739,Urban,Married,84,0,57,0,5,Personal Auto,Personal L2,Offer3,Branch,395.740207,Four-Door Car,2
10413,4538.847818,Basic,Bachelor,Employed,M,82297,292784,Rural,Single,65,5,62,0,1,Personal Auto,Personal L3,Offer1,Call Center,0.382107,Sports Car,2
1501,2567.346739,Basic,High School or Below,Employed,F,61900,29754,Suburban,Single,65,14,94,0,1,Personal Auto,Personal L3,Offer1,Call Center,312,Four-Door Car,2
424,4389.279424,Basic,Bachelor,Employed,M,26676,13803,Suburban,Married,112,7,96,0,1,Personal Auto,Personal L3,Offer2,Agent,537.6,SUV,1
6636,10529.84867,Extended,Bachelor,Employed,F,37518,173784,Urban,Married,131,35,91,0,6,Special Auto,Special L3,Offer1,Branch,472.850932,Sports Car,2
5,5200.076742,Extended,Bachelor,Employed,F,90167,185709,Urban,Single,131,31,42,0,1,Corporate Auto,Corporate L2,Offer1,Web,523.733793,SUV,2
1662,6005.847375,Extended,College,Retired,M,13528,18972,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L3,Offer1,Agent,412.8,Four-Door Car,2
10972,11785.04181,Premium,College,Employed,M,90016,231878,Rural,Married,102,28,34,4,2,Personal Auto,Personal L2,Offer1,Web,20.405935,Four-Door Car,2
4683,2726.834065,Basic,High School or Below,Employed,F,48039,191726,Rural,Married,68,6,23,0,1,Personal Auto,Personal L2,Offer3,Call Center,127.233139,Four-Door Car,2
4602,4862.908979,Basic,High School or Below,Employed,F,36839,17781,Rural,Married,61,22,93,0,3,Personal Auto,Personal L3,Offer2,Agent,152.496995,Four-Door Car,2
7428,5504.139033,Basic,Bachelor,Unemployed,F,0,29782,Suburban,Married,65,18,45,0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,2
9671,4931.258363,Basic,College,Employed,M,44762,16777,Rural,Single,62,26,43,0,3,Personal Auto,Personal L2,Offer2,Agent,0.42331,Four-Door Car,2
867,12375.02163,Basic,College,Employed,M,40870,28577,Suburban,Married,65,23,49,0,2,Personal Auto,Personal L3,Offer1,Agent,504,Sports Car,3
8805,8167.992322,Basic,High School or Below,Unemployed,F,0,28177,Suburban,Single,80,18,50,0,2,Special Auto,Special L3,Offer1,Agent,597.6,Four-Door Car,2
5082,16477.47799,Basic,High School or Below,Employed,F,29822,187731,Suburban,Single,63,0,59,0,2,Personal Auto,Personal L2,Offer4,Branch,302.4,Two-Door Car,2
11301,4742.106389,Premium,High School or Below,Employed,M,63891,178774,Rural,Married,119,13,13,0,1,Corporate Auto,Corporate L3,Offer4,Agent,7.651121,Two-Door Car,2
5435,8262.879764,Basic,College,Employed,M,62902,171774,Rural,Married,68,34,48,0,2,Corporate Auto,Corporate L2,Offer3,Branch,76.975713,Two-Door Car,2
3687,10080.37031,Extended,College,Employed,M,60944,288785,Urban,Married,130,10,38,2,4,Personal Auto,Personal L3,Offer2,Web,623.505066,SUV,2
8182,4499.493252,Extended,High School or Below,Disabled,F,16969,172778,Suburban,Divorced,124,34,47,2,1,Personal Auto,Personal L3,Offer1,Call Center,704.768111,SUV,2
5441,10018.66117,Extended,College,Employed,M,30720,166789,Suburban,Married,139,17,24,4,5,Personal Auto,Personal L2,Offer3,Agent,778.463303,SUV,3
8732,8092.87696,Extended,Bachelor,Unemployed,M,0,191726,Suburban,Married,76,9,17,0,2,Personal Auto,Personal L3,Offer4,Agent,863.909989,Four-Door Car,2
2666,5419.45812,Basic,Master,Employed,F,73536,171786,Urban,Married,67,29,27,0,6,Personal Auto,Personal L1,Offer2,Branch,172.518524,Two-Door Car,2
4106,6239.257541,Extended,College,Unemployed,F,0,19714,Suburban,Single,91,25,63,0,3,Corporate Auto,Corporate L2,Offer1,Agent,655.2,Two-Door Car,2
6978,15739.92367,Basic,Master,Employed,F,48096,291759,Urban,Married,131,10,3,0,2,Personal Auto,Personal L1,Offer2,Call Center,450.090267,Sports Car,2
4319,2491.257604,Basic,High School or Below,Medical Leave,F,25965,129811,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L3,Offer1,Agent,329.206567,Four-Door Car,2
2337,4458.113369,Basic,Bachelor,Retired,M,17622,289762,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312,Four-Door Car,2
9093,4177.288153,Premium,College,Employed,F,44222,176778,Urban,Married,104,19,3,0,1,Personal Auto,Personal L2,Offer3,Branch,413.196371,Four-Door Car,2
9519,2722.210707,Basic,College,Medical Leave,F,17576,187722,Suburban,Married,71,29,70,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,398.502948,Four-Door Car,2
3664,3423.973171,Extended,College,Disabled,F,29958,125802,Suburban,Married,90,8,77,0,1,Personal Auto,Personal L3,Offer4,Branch,432,Four-Door Car,2
10468,4881.299084,Basic,Master,Employed,F,37998,281756,Suburban,Married,61,26,27,0,7,Special Auto,Special L3,Offer2,Call Center,292.8,Four-Door Car,2
900,8435.176463,Basic,Bachelor,Employed,M,64692,165769,Suburban,Married,70,17,80,0,2,Corporate Auto,Corporate L3,Offer1,Agent,336,Two-Door Car,3
10508,30205.01297,Extended,College,Unemployed,M,0,18873,Suburban,Married,89,7,4,0,2,Personal Auto,Personal L2,Offer3,Agent,469.359715,Four-Door Car,2
9052,8632.783576,Premium,Bachelor,Employed,F,96200,192724,Suburban,Married,107,9,45,0,3,Personal Auto,Personal L2,Offer2,Web,513.6,Two-Door Car,3
805,18572.01022,Basic,High School or Below,Employed,F,51294,22688,Rural,Married,116,19,45,0,2,Corporate Auto,Corporate L3,Offer2,Web,113.237624,SUV,2
11000,5583.068307,Basic,High School or Below,Employed,F,57925,182729,Urban,Single,72,33,13,1,3,Corporate Auto,Corporate L2,Offer1,Agent,204.620759,Two-Door Car,2
4429,2656.846648,Basic,High School or Below,Employed,F,62777,225881,Suburban,Married,66,6,81,0,1,Personal Auto,Personal L3,Offer2,Agent,312,Four-Door Car,3
6532,2004.350666,Basic,College,Unemployed,F,0,188742,Suburban,Divorced,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,3
9906,2753.312714,Basic,College,Employed,M,50414,17777,Suburban,Married,69,17,59,0,1,Personal Auto,Personal L2,Offer2,Agent,331.2,Four-Door Car,2
10977,8630.696198,Extended,College,Unemployed,F,0,169805,Suburban,Married,122,19,72,2,3,Personal Auto,Personal L3,Offer1,Branch,585.6,SUV,2
